House,Price,County,Room,Approx price per room
"4. Ballyvorisheen West, Carrignavar, Co. Cork",1465, Co. Cork,3 
"5. Worlds End, Kinsale, Co. Cork",1800, Co. Cork,3 
"6. 19 Bendemeer Park, Glasheen, Co. Cork",1690, Co. Cork,3
"7. Kealties, Durrus, Co. Cork",900, Co. Cork,3
"8. Goggins Hill, Ballinhassig, Co. Cork",950, Co. Cork,2 
"9. 1 Bridgetown Drive, Castlemartyr, Castlemartyr, Co. Cork",1200, Co. Cork,3 
"10. 29 Pairc na Habhann, Cloyne, Co. Cork",1000, Co. Cork,6 
"11. Ballydavid, Cloyne, Co. Cork",1300, Co. Cork,4
"12. Ballyduff, Ballymaloe, Cloyne, Co. Cork",850, Co. Cork,2
"13. Coomhola Bridge, Bantry, Co. Cork",1100, Co. Cork,5 
"14. Coolatooder, Ballinhassig, Co. Cork",1200, Co. Cork,2
"15. 21 Manor Court, Mallow, Co. Cork",950, Co. Cork,3
"16. Cloon Cottage, Carrigdownane, Fermoy, Co. Cork",1095, Co. Cork,4 
"17. Coolieragh, Glengarriff, Co. Cork",695, Co. Cork,2
"18. Firgrove Drive, Bishopstown, Co. Cork",1900, Co. Cork,4 
"19. Elden, Maryborough Hill, Douglas, Co. Cork",1850, Co. Cork,3 
"20. South Douglas Road, Douglas, Co. Cork",1675, Co. Cork,3 
"1. Armada cottages, Bundoran, Co. Donegal",565, Co. Donegal,3 
"2. Whitethorn Close, Letterkenny, Co. Donegal",900, Co. Donegal,4 
"3. meenahalla, Glenties, Co. Donegal",475, Co. Donegal,4
"4. Lisnenan Court, Letterkenny, Co. Donegal",900, Co. Donegal,4 
"5. 110 Ard O Donnell, Letterkenny, Co. Donegal",650, Co. Donegal,2
"6. 19 Orchard Grove, Ramelton Rd, Letterkenny, Co. Donegal",900, Co. Donegal,5 
"7. Cottage Rahan, Letterkenny, Co. Donegal",480, Co. Donegal,
"8. 9 Fairgreen Park, Letterkenny, Co. Donegal",650, Co. Donegal,4 
"9. 32 Greenfields, Convoy, Co. Donegal",650, Co. Donegal,4 
"10. 11 Gleann Rua, Killylastin, Letterkenny, Co. Donegal",650, Co. Donegal,3 
"11. 65 The Green, Ballymacool, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"12. 81 Cara Bay, Culdaff, Co. Donegal",560, Co. Donegal,2 
"13. 30 Clearwaters, Rathmullan, Co. Donegal",600, Co. Donegal,3 
"14. Fort Royal House, Rathmullan, Co. Donegal",1400, Co. Donegal,4 
"15. Porthall, Lifford, Co. Donegal",550, Co. Donegal,2
"16. 14 St Johns Park, Gransha Road, Buncrana, Co. Donegal",750, Co. Donegal,4 
"17. Altnapaste Mill, Ballybofey, Co. Donegal",1250, Co. Donegal,4 
"18. 25 Brookfield Heights, Letterkenny, Co. Donegal",800, Co. Donegal,3 
"19. 42 Millbrea, Meadows, Ballyloskey, Carndonagh, Co. Donegal",600, Co. Donegal,3 
"20. 21 Churchlands, Manorcunningham, Co. Donegal",650, Co. Donegal,4 
"1. Belarmine Park, Stepaside, Dublin 18",3800, Dublin 18,4 
"2. 99 Inchicore Rd., Kilmainham, Dublin 8",2600, Dublin 8,3
"3. Old Estuary Mill, Malahide, Co. Dublin",3600, Co. Dublin,4 
"4. Seafield Downs, Clontarf, Dublin 3",2500, Dublin 3,2 
"5. Woodside Drive, Rathfarnham, Dublin 14",4750, Dublin 14,6 
"6. 8 The Avenue, Marianella, Rathgar, Dublin 6",5500, Dublin 6,5 
"7. Geraldine Street, Dublin 7",2750, Dublin 7,3
"8. 13 Milltown Avenue, Mount St Annes, Milltown, Dublin 6",2750, Dublin 6,3 
"9. 13a Suir Road, Kilmainham, Dublin 8",2600, Dublin 8,3 
"10. Kingstown Mews, Park Lane, Sandycove, Co. Dublin",3750, Co. Dublin,4 
"11. Bushy Park House, Terenure, Dublin 6w",5520, Dublin 6w,5 
"12. Inglenook Wood, Glenamuck Road, Carrickmines, Dublin 18",3800, Dublin 18,4 
"13. All Hallows Square, Drumcondra, Dublin 3",2500, Dublin 3,3 
"14. Drummartin Terrace, Dundrum, Dublin 14",2400, Dublin 14,2 
"15. Blooms Court, 47A Upper Clanbrassil Street, dublin, Dublin 8",3700, Dublin 8,4 
"16. Foxrock Mount, Foxrock Park, Dublin 18, Foxrock, Dublin 18",3000, Dublin 18,4 
"17. Dunbar, Off Eglington Road, Donnybrook, Donnybrook, Dublin 4",2980, Dublin 4,3 
"18. 41 St. Johns Road, Sandymount, Dublin 4",3490, Dublin 4,3 
"19. Joy Streets, Dublin 4",2500, Dublin 4,2
"20. Abbotts Grove Avenue, Knocklyon, Dublin 16",2300, Dublin 16,3 
"1. 3 Melvin Cottages, Garrison, Co. Fermanagh, BT93 4ER",420480, BT93 4ER,2
"1. Seannareeough, Furbo, Co. Galway",1200, Co. Galway,4 
"2. Doire Uachtair, Furbo, Co. Galway",1750, Co. Galway,5 
"3. Caislean Oir, Athenry, Co. Galway",1150, Co. Galway,4 
"4. An Reilean, Roscam, Co. Galway",2000, Co. Galway,4 
"5. 9 Upper Newcastle Road, Newcastle, Co. Galway",1200, Co. Galway,4 
"6. Bunasilla, Caherlistrane, Caherlistrane, Co. Galway",950, Co. Galway,4 
"7. 75 coill clocha, oranmore, galway, Oranmore, Co. Galway",1650, Co. Galway,5 
"8. Cahreen, Craughwell, Craughwell, Co. Galway",900, Co. Galway,3 
"9. 13 Cottage Hill Athenry Road, Loughrea, Co. Galway",1125, Co. Galway,4 
"10. 37 Cottage Hill Athenry Road, Loughrea, Co. Galway",1125, Co. Galway,4 
"11. Cois Furain, Loughrea, Co. Galway",1100, Co. Galway,3 
"12. Misneach, Killeeneenmore, Craughwell, Clarinbridge, Co. Galway",2050, Co. Galway,5 
"13. Lemonfield Oughterard, Oughterard, Co. Galway",725, Co. Galway,
"14. Oughterard, Co. Galway",900, Co. Galway,4
"15. Moycullen, Co. Galway",1000, Co. Galway,2
"16. Oughterard, Co. Galway",675, Co. Galway,
"17. Oughterard, Co. Galway",675, Co. Galway,2
"18. Ashfield Drive, Ballinasloe, Co. Galway",900, Co. Galway,3 
"19. Kilagoola, Moycullen, Co. Galway",950, Co. Galway,2
"20. Lenaboy Park, Salthill, Co. Galway",2000, Co. Galway,3 
"1. Ardoughter Ballyduff, Ballyduff, Co. Kerry",800, Co. Kerry,4 
"2. Ardmullen, Kenmare, Co. Kerry",1050, Co. Kerry,3 
"3. Opulent Secluded Rental, Killarney, Co. Kerry",2350, Co. Kerry,4 
"4. Gortadrislig, Lixnaw, Co. Kerry",675, Co. Kerry,2
"5. Taulaght, Tralee, Fenit, Co. Kerry",1400, Co. Kerry,6 
"6. Beenoskee, Ballyard, Tralee, Co. Kerry",1200, Co. Kerry,4 
"7. Main Street, Causeway, Co. Kerry",550, Co. Kerry,2
"8. Hillside, Poulawaddra, Tralee, Co. Kerry",750, Co. Kerry,3 
"9. Churchill, The Spa, Fenit, Co. Kerry",1000, Co. Kerry,4 
"10. Sand dune cottages, banna beach, tralee, Banna, Co. Kerry",600, Co. Kerry,3 
"11. Sand dune cottages, banna beach, tralee, Banna, Co. Kerry",700, Co. Kerry,3 
"12. Langford Downs, Killorglin, Co. Kerry",700, Co. Kerry,2
"13. Main St., Killorglin, Co. Kerry",675, Co. Kerry,3
"14. Caherslee, Tralee, Co. Kerry",900, Co. Kerry,3 
"15. Parkavonear, Aghadoe, Killarney, Co. Kerry",1170, Co. Kerry,3
"16. The Sands, Ballybunion, Co. Kerry",850, Co. Kerry,4 
"17. Sli Na Speire, Clieveragh, Listowel, Co. Kerry",600, Co. Kerry,3 
"18. Kilsarcon, Currow, Killarney, Co. Kerry",700, Co. Kerry,4 
"19. Knocklyne Valley, Sunhill, Killorglin, Co. Kerry",1000, Co. Kerry,4 
"20. Glenduff, Kielduff, Tralee, Co Kerry, Tralee, Co. Kerry",700, Co. Kerry,3
"1. Riverside, Portarlington, Co. Laois",1000, Co. Laois,3 
"2. 8 powerscourt Portlaoise, Portlaoise, Co. Laois",1100, Co. Laois,3 
"3. Castlegate, Portarlington, Co. Laois",1200, Co. Laois,4 
"4. Doire og,derry, Rosenallis, Co. Laois",900, Co. Laois,3 
"5. The green,Main Street, Stradbally, Co. Laois",800, Co. Laois,2
"6. Boughlone Way, Bellingham, Portlaoise, Co. Laois",1200, Co. Laois,3 
"7. Aghnaharna Court, Portlaoise, Co. Laois",1200, Co. Laois,4 
"8. Higgins Park, Fairgreen, Portlaoise, Co. Laois",900, Co. Laois,2 
"9. Sweetview, Abbeyleix, Co. Laois",850, Co. Laois,3
"10. Rossdarragh Glen, Rathevan, Portlaoise, Co. Laois",975, Co. Laois,3 
"11. Clondarrig Court, Bellingham, Portlaoise, Co. Laois",1150, Co. Laois,3 
"12. Rathevan Close, Portlaoise, Co. Laois",900, Co. Laois,2 
"13. Coote Street, Portlaoise, Co. Laois",1000, Co. Laois,2 
"14. Ivy House, The Heritage Golf & Country Club, Killenard, Co. Laois",4800, Co. Laois,5 
"15. The Agents House, Geashill, Portarlington, Co. Laois",1200, Co. Laois,4 
"16. Rathevan Heights, Portlaoise, Co. Laois",1200, Co. Laois,4 
"17. 4 Ossory Court, Borris-in-Ossory, Co. Laois",900, Co. Laois,5 
"18. Rossvale, Mountmellick Road, Portlaoise, Co. Laois",1150, Co. Laois,4
"19. Na Cluain Mountrath, Mountrath, Co. Laois",875, Co. Laois,4 
"20. 25 Primrose Avenue, Esker Hills, Portlaoise, Co. Laois",1200, Co. Laois,4 
"1. The Waterfront, Dromod, Co. Leitrim",700, Co. Leitrim,3
"2. Hyde St, Mohill, Co. Leitrim",500, Co. Leitrim,3 
"3. Lord Leitrim Court , Rynn Castle Estate, Mohill, Co. Leitrim",590, Co. Leitrim,3 
"4. Earls Court, Lough Rynn Estate, Mohill, Co. Leitrim",580, Co. Leitrim,3 
"5. Dromod Village, Dromod, Co. Leitrim",600, Co. Leitrim,3 
"6. 2 Cluain Alainn, Carrigallen, Co. Leitrim",650, Co. Leitrim,4 
"7. 21 Anville Court, Ballinamore, Co. Leitrim",550, Co. Leitrim,3 
"8. Jacob\'s Well, Druminalass, Ballinagleragh, Co. Leitrim",600, Co. Leitrim,6 
"9. Ardrum, Ballinamore, Co. Leitrim",500, Co. Leitrim,3
"10. 38 Carbery Coast, Tullaghan, Co. Leitrim",750, Co. Leitrim,4 
"11. cortober, Carrick-on-Shannon, Co. Leitrim",750, Co. Leitrim,3 
"12. 10 MacRaghnaill Court,Lough Rynn, Mohill, Co. Leitrim",550, Co. Leitrim,3 
"13. Clement's Court, Lough Rynn, Mohill, Co. Leitrim",500, Co. Leitrim,3 
"14. Glenfarne Road, Kiltyclogher, Co. Leitrim",485, Co. Leitrim,3
"15. Rossfriar, Kinlough, Co. Leitrim",590, Co. Leitrim,3
"16. Conray Glencar, Manorhamilton, Co. Leitrim",850, Co. Leitrim,3 
"17. Oaklands Manor, Carrick-on-Shannon, Co. Leitrim",650, Co. Leitrim,3 
"18. acorn woods, Leitrim, Co. Leitrim",800, Co. Leitrim,4 
"19. Mullagh, Dromahair, Co. Leitrim",550, Co. Leitrim,
"20. 15 Hillcrest, Stonebridge, Dromahair, Co. Leitrim",700, Co. Leitrim,3 
"1. Galtee View House, Ballylanders, Co. Limerick",1650, Co. Limerick,4 
"2. Richmond Park, Corbally, Co. Limerick",1400, Co. Limerick,4 
"3. The Meadows, Lower Park, Corbally, Co. Limerick",1600, Co. Limerick,4 
"4. 16 Ballyhoura Forest Homes, Ballyorgan, Co. Limerick",1575, Co. Limerick,3 
"5. 11 St. Joseph Villas, St. Joseph Street, Limerick, Limerick City, Co. Limerick",2000, Co. Limerick,3 
"6. Castle Court, Clancy Strand, Limerick City, Co. Limerick",1200, Co. Limerick,2 
"7. Mortgage, Meanus, Co. Limerick",1150, Co. Limerick,2 
"8. Lord Edward Street, Kilmallock, Co. Limerick",700, Co. Limerick,3 
"9. Tara Crea, Kilteragh, Dooradoyle, Co. Limerick",1100, Co. Limerick,3 
"10. Golf links road, Castletroy, Co. Limerick",1480, Co. Limerick,4 
"11. 6 the village, Adare, Co. Limerick",1900, Co. Limerick,3 
"12. Cluain Arra, Newcastle West, Co. Limerick",800, Co. Limerick,3 
"13. Evanwood, Golf Links Road, Castletroy, Castletroy, Co. Limerick",1600, Co. Limerick,3 
"14. Cluain Arra, Newcastle West, Co. Limerick",800, Co. Limerick,3 
"15. Cahara, Glin, Co. Limerick",750, Co. Limerick,2 
"16. Vernon Crescent, Corbally, Co. Limerick",1000, Co. Limerick,3
"17. Derrybeg, Ballyclough, Co. Limerick",1800, Co. Limerick,4 
"18. Derrybeg, Ballyclough, Raheen, Co. Limerick",1800, Co. Limerick,4 
"19. 39 Elm Road, Annacotty, Co. Limerick",1500, Co. Limerick,4 
"20. Herbert Grove, Castletroy View, Castletroy, Co. Limerick",1200, Co. Limerick,3
"1. Harbour Road Tarmon Harbour Tarmonbarry Village, Tarmonbarry, Co. Longford",900, Co. Longford,4 
"2. 26 Silver Birches , Stonepark, Danesfort, Co. Longford",700, Co. Longford,3 
"3. The Green, Lanesborough, Lanesborough, Co. Longford",675, Co. Longford,4 
"4. Cornageelagh, Newtowncashel, Co. Longford",600, Co. Longford,3
"5. Cluain Caonach, Keenagh, Co. Longford",750, Co. Longford,4 
"6. Cnoc Na Gaoithe, Lanesborough, Co. Longford",3000, Co. Longford,3 
"7. 100 Gleann Riadda, Longford Town, Co. Longford",700, Co. Longford,2 
"8. 42,Clough Dillon, Keenagh, Co. Longford",775, Co. Longford,4 
"9. Rathcline, Lanesborough, Co. Longford",650, Co. Longford,3
"10. Tullyvrane, Lanesborough, Co. Longford",600, Co. Longford,3 
"11. Ballywillan, Granard, Co. Longford",650, Co. Longford,4
"12. Cahannagh, Longford Town, Co. Longford",750, Co. Longford,4
"13. Forgney Ballymahon, Ballymahon, Co. Longford",1200, Co. Longford,4
"14. 14 Cluain Dara, Lanesborough, Co. Longford",700, Co. Longford,3 
"15. Clonbalt Woods, Longford Town, Co. Longford",850, Co. Longford,4 
"16. 11 Knock CASA DE MARIA, Lanesborough, Co. Longford",360, Co. Longford,
"17. Shantobar, Ballinalee, Co. Longford",650, Co. Longford,3 
"18. 1 Esker Glen, Drumlish, Co. Longford",775, Co. Longford,4 
"19. Water\'s Edge, Lanesborough, Co. Longford",850, Co. Longford,2 
"1. Belfry Drive, Dundalk, Co. Louth",1300, Co. Louth,4 
"2. 3 Mount View, Hale Street, Ardee, Co. Louth",1250, Co. Louth,3 
"3. Pearse Park, Dundalk, Co. Louth",1200, Co. Louth,3
"4. 22 Carlinn Avenue, Dundalk, Co. Louth",2650, Co. Louth,5 
"5. N1, Kilcurry, Co. Louth",1495, Co. Louth,5 
"6. Hillview, Drogheda, Co. Louth",1350, Co. Louth,3 
"7. Langfield, Dublin Road, Dundalk, Co. Louth",1300, Co. Louth,3 
"8. Avondale Wheaton Hall, Drogheda, Co. Louth",2000, Co. Louth,5 
"9. Broughton Street, Dundalk, Co. Louth",1000, Co. Louth,3
"10. Blackrock Road, Dundalk, Co. Louth",1300, Co. Louth,3 
"11. Togher, Drogheda, Co. Louth",1200, Co. Louth,3
"12. Duddestown, Togher, Co. Louth",1200, Co. Louth,3
"13. Blackhall, Sunhill, Termonfeckin, Co. Louth",1250, Co. Louth,4 
"14. Canonstown, Termonfeckin, Co. Louth",1500, Co. Louth,3
"15. Clogher Cove, Clogherhead, Co. Louth",1500, Co. Louth,5 
"16. Laurel Brook Gardens, Dundalk, Co. Louth",1200, Co. Louth,3 
"17. Red Barns Rd, Dundalk, Co. Louth",1500, Co. Louth,4 
"18. Village Lodge Greenore Rd, Carlingford, Co. Louth",4000, Co. Louth,5 
"19. Cuchulainn Heights, Carlingford, Co. Louth",1200, Co. Louth,3 
"20. Martello Village, Drogheda, Co. Louth",1450, Co. Louth,3 
"1. Swinford Road, Foxford, Co. Mayo",700, Co. Mayo,4 
"2. Killala Road Oaklawns, Srahduggaun, Co. Mayo",740, Co. Mayo,4 
"3. Belclare, Westport, Co. Mayo",3250, Co. Mayo,4 
"4. Rosmoney, Westport, Co. Mayo",3750, Co. Mayo,5 
"5. Springfield Court, Castlebar, Co. Mayo",650, Co. Mayo,2
"6. An Sean Bhaile, Bellaghy, Charlestown, Co. Mayo",575, Co. Mayo,3 
"7. Oakwood, Bohola, Co. Mayo",850, Co. Mayo,4 
"8. Ballyneggin, Castlebar, Co. Mayo",900, Co. Mayo,4 
"9. Manulla Cottage, Castlebar, Co. Mayo",750, Co. Mayo,3
"10. Straide, Straide, Co. Mayo",600, Co. Mayo,3
"11. Airport Rd, Charlestown, Co. Mayo",600, Co. Mayo,3 
"12. Sion Hill, Castlebar, Co. Mayo",875, Co. Mayo,4 
"13. Manor Village, Castlebar, Co. Mayo",750, Co. Mayo,3 
"14. Knockaphunta Park, Castlebar, Co. Mayo",850, Co. Mayo,3 
"15. Sarsfield Manor, Charlestown, Co. Mayo",650, Co. Mayo,4
"16. Oaksview, Turlough Rd, Castlebar, Co. Mayo",850, Co. Mayo,4 
"17. Summerfield, Castlebar, Co. Mayo",900, Co. Mayo,4 
"18. Ballyglass, Bohola, Co. Mayo",500, Co. Mayo,3
"19. Carrowmore, Manulla, Co. Mayo",800, Co. Mayo,4 
"20. Whitehorse Lane, Castlebar, Co. Mayo",850, Co. Mayo,4 
"1. Leggan Hall Road, Bellewstown, Drogheda, Co Louth, Bellewstown, Co. Meath",750, Co. Meath,2
"2. Corballis, Donore, Drogheda, Co. Meath, Donore, Co. Meath",1465, Co. Meath,4 
"3. Dunville Lawn, Athlumney, Co. Meath",1650, Co. Meath,3 
"4. 11 Grand Priory, Kells, Co. Meath",1650, Co. Meath,4 
"5. The Back Lodge, French Lane, Stackallen, Co. Meath",2500, Co. Meath,4 
"6. Newmans Mill, Athboy, Co. Meath",1100, Co. Meath,4 
"7. 9 Abbey Row, Kildalkey, Kildalkey, Co. Meath",950, Co. Meath,2
"8. 7 The Old Station House, Trim Road, Athboy, Co. Meath",1050, Co. Meath,2 
"9. Ross, Mountnugent, Oldcastle, Co. Meath",700, Co. Meath,3
"10. Balgeeth, Ardcath, Co. Meath",1500, Co. Meath,3 
"11. Ballygortagh, Summerhill, Co. Meath",1600, Co. Meath,4
"12. Millbourne Crescent, Ashbourne, Co. Meath",1950, Co. Meath,3 
"13. Gernonstown, Slane, Co. Meath",825, Co. Meath,2
"14. Brownstown, Kentstown, Navan, Co. Meath",1450, Co. Meath,2
"15. 95 Blackcastle Estate, Navan, Co. Meath",1200, Co. Meath,3
"16. Stirling Park, Stirling, Clonee, Co. Meath",1050, Co. Meath,
"17. Castlejordan Village, Castlejordan, Co. Meath",950, Co. Meath,3
"18. Mornington Park, Mornington, Co. Meath",1300, Co. Meath,3 
"19. Tullyard, Trim, Co. Meath",2500, Co. Meath,6 
"20. Town Centre, Kells, Co. Meath",1300, Co. Meath,3 
"1. Castleross Carrickmacross Co Monaghan, Carrickmacross, Co. Monaghan",650, Co. Monaghan,2
"2. Cornahoe, Castleshane, Co. Monaghan",800, Co. Monaghan,3
"3. 35 Knockcarrick, Annayalla, Co. Monaghan",1, Co. Monaghan,3 
"4. Castleblaney Road, Carrickmacross, Co. Monaghan",900, Co. Monaghan,3 
"5. 50 Rosevale, Castleblayney, Co. Monaghan",775, Co. Monaghan,3
"6. 5 Upper York Street, Castleblayney, Co. Monaghan",600, Co. Monaghan,2
"7. Tusker, Broomfield, Castleblayney, Co. Monaghan",600, Co. Monaghan,2
"8. 47 Crescent Hill, Castleblayney, Co. Monaghan",900, Co. Monaghan,4 
"9. 20 Culbrennan, Ballybay, Co. Monaghan",750, Co. Monaghan,4
"10. 10 The Crescent, Castleblayney, Co. Monaghan",850, Co. Monaghan,3 
"11. Bryanlitter, Clontibret, Co. Monaghan",1000, Co. Monaghan,4 
"12. Aughnaseda, Monaghan, Co. Monaghan",700, Co. Monaghan,3 
"13. 22 Hillcrest Manor, Clontibret, Co. Monaghan",900, Co. Monaghan,4 
"14. 6 Cara Street, Clones, Co. Monaghan",550, Co. Monaghan,3
"15. Conabury Close, Castleblayney, Co. Monaghan",700, Co. Monaghan,2
"1. Esker Hills Golf Club, Tullamore, Co. Offaly",1200, Co. Offaly,3 
"2. Carraig cluin, Tullamore, Co. Offaly",1000, Co. Offaly,3 
"3. Ballinamona, Durrow, Tullamore, Co. Offaly",1200, Co. Offaly,6 
"4. Harbour Walk, Tullamore, Co. Offaly, Tullamore, Co. Offaly",1000, Co. Offaly,3 
"5. Spollanstown Woods, Tullamore, Co. Offaly",1200, Co. Offaly,4 
"6. Jail Lawn, Tullamore, Co. Offaly",800, Co. Offaly,3
"7. Grand Canal Court, Tullamore, Co. Offaly",950, Co. Offaly,3 
"8. Durrow, Tullamore, Co. Offaly",1100, Co. Offaly,4
"9. 44 Hophill Grove, Tullamore, Co. Offaly",700, Co. Offaly,3
"10. Ballylin, Ferbane, Co. Offaly",900, Co. Offaly,4 
"11. Ballin Ri, Tullamore, Co. Offaly",1000, Co. Offaly,3 
"12. Clontarf Road, Tullamore, Co. Offaly",900, Co. Offaly,2
"13. High street, Birr, Co. Offaly",700, Co. Offaly,3
"14. Charleville Road, Tullamore, Co. Offaly",1000, Co. Offaly,3
"15. Heather Grove, Clara, Co. Offaly",900, Co. Offaly,3 
"16. Bellhill, Clareen, Co. Offaly",600, Co. Offaly,3
"1. kiltoom, Athlone, Co. Roscommon",1200, Co. Roscommon,4 
"2. Riverwalk, Rooskey, Co. Roscommon",600, Co. Roscommon,3 
"3. Creevyquin Roscommon, Roscommon Town, Co. Roscommon",900, Co. Roscommon,3 
"4. Croghan, Croghan, Co. Roscommon",650, Co. Roscommon,3
"5. Cloonahee, Elphin, Strokestown, Co. Roscommon",595, Co. Roscommon,2
"6. Rooskey, Rooskey, Co. Roscommon",750, Co. Roscommon,4 
"7. Main Street, Rooskey, Co. Roscommon",750, Co. Roscommon,5 
"8. Carrownderry, Kiltoom, Athlone, Co. Roscommon",1200, Co. Roscommon,5 
"9. 4 Sli an Chaoiste, Athlone, Co. Roscommon",1000, Co. Roscommon,3 
"10. Killaraght, Boyle, Co. Roscommon",625, Co. Roscommon,3
"11. 7 Shannon Side, Ballyleague, Co. Roscommon",700, Co. Roscommon,3
"12. Clooneyourish, Athleague, Co. Roscommon",750, Co. Roscommon,4 
"13. Woodlands Loughglynn, Castlerea, Co. Roscommon",600, Co. Roscommon,3 
"14. Kye, Elphin, Co. Roscommon",700, Co. Roscommon,4 
"15. Stonepark, Galway Road, Roscommon Town, Co. Roscommon",950, Co. Roscommon,3
"16. Cremully, Castlecoote, Co. Roscommon",900, Co. Roscommon,4 
"17. 8 Castlehall Park, Bealnamulla, Athlone, Co. Roscommon",1100, Co. Roscommon,3 
"18. Waterville Bealnamulla, Athlone, Co. Roscommon",1400, Co. Roscommon,4 
"19. Ardmullen, Athlone, Co. Roscommon",1000, Co. Roscommon,4 
"20. Knockcroghery, Knockcroghery, Co. Roscommon",480, Co. Roscommon,
"1. 41 Cnoc Na Si, Rathscanlon, Tubbercurry, Co. Sligo",700, Co. Sligo,3 
