House,Price,County
"50. ., Ballinascarty, Co. Cork",750, Co. Cork
"51. 8 Ashbourne Villas, Glounthaune, Co. Cork",1146, Co. Cork
"52. Appartment 1 , Harolds Court, Enniskeane, Co. Cork",680, Co. Cork
"53. North St, Skibbereen, Co. Cork",650, Co. Cork
"54. Church St Dromcollogher, Charleville, Co. Cork",240, Co. Cork
"55. The Haven, Jacobs island Cork, Mahon, Co. Cork",1600, Co. Cork
"56. Apartment B, 20 Cuil na Carraige, Ballymakeera, Co. Cork",600, Co. Cork
"57. 5 Newmills, Brownsmills, Kinsale, Co. Cork",1400, Co. Cork
"58. Newmills Brownsmills Kinsale, Kinsale, Co. Cork",1200, Co. Cork
"59. The Hermitage Glasheen Rd Cork, Glasheen, Co. Cork",1125, Co. Cork
"60. Watergold, Douglas, Co. Cork",1750, Co. Cork
"61. 2 Heron Court, Skibbereen, Co. Cork",750, Co. Cork
"62. Derrygool, Skibbereen, Co. Cork",450, Co. Cork
"63. Harbour Heights, Passage West, Co. Cork",1450, Co. Cork
"64. Apt No 1 Brook Vale, Cloghroe, Co. Cork",895, Co. Cork
"65. Barrack Street Ballyclough, Mallow, Co. Cork",650, Co. Cork
"66. Apt, 7, West Beach, Cobh, Co. Cork",795, Co. Cork
"67. Sirius Wharf, Cobh, Co. Cork",974, Co. Cork
"68. Navillus, Togher (Cork City), Co. Cork",1200, Co. Cork
"69. 2 The Belfry, John O\'Connell Street, Cobh, Co. Co, Cobh, Co. Cork",1150, Co. Cork
"70. 9 Summerstown Avenue, Glasheen, Co. Cork",1400, Co. Cork
"71. Pier Road, Kinsale, Co. Cork",1100, Co. Cork
"72. Woodhill, Tivoli, Co. Cork",1300, Co. Cork
"73. Baldwin Street, Mitchelstown, Co. Cork",925, Co. Cork
"74. The Rock, St Mary's Road, Midleton (Opposite Catho, Midleton, Co. Cork",1250, Co. Cork
"75. main street ballineen, Ballineen, Co. Cork",540, Co. Cork
"76. 3 Westside, Fairgreen, New Road, Mallow, Co. Cork",850, Co. Cork
"77. 3 The Malthouse, Kinsale, Co. Cork",1200, Co. Cork
"78. Altus, Sunday's Well Road, Sunday's Well, Co. Cork",1963, Co. Cork
"79. 59 MacCurtain Street, Cork City, Co. Cork",3400, Co. Cork
"80. 3A college court Clonakilty, Clonakilty, Co. Cork",600, Co. Cork
"81. Flat, spy hill, Cobh, Co. Cork",1100, Co. Cork
"82. No. 21 Beechwood mews, Cluain ard, Cobh, Co. Cork",1200, Co. Cork
"83. Apartment 4 Bishops Island, Watergrasshill, Co. Cork",1000, Co. Cork
"84. No. 17 Parkview Heights, New Street, Macroom, Co. Cork",700, Co. Cork
"85. Hop Island, Rochestown, Co. Cork",1200, Co. Cork
"86. North St., Skibbereen, Co. Cork",700, Co. Cork
"87. Apt 2a Cregg Court, Connoly Street, Fermoy, Co. Cork",800, Co. Cork
"88. Mayfield Business Park, Mayfield, Co. Cork",2000, Co. Cork
"89. Midleton, Dungourney, Co. Cork",700, Co. Cork
"90. Brigown, Mitchelstown, Co. Cork",625, Co. Cork
"91. caheragh, Caheragh, , Co. Cork",650, Co. Cork
"92. Black Quay, Hollyhill, Kinsale, Co. Cork",1165, Co. Cork
"93. North St., Skibbereen, Co. Cork",425, Co. Cork
"94. Cappyaughna, Glengarriff, Co. Cork",700, Co. Cork
"95. 13 Waterside Apartments, Glounthaune, Co. Cork",1250, Co. Cork
"96. No. 3 Egmont Court, Earl Street, Kanturk, Co. Cork, Kanturk, Co. Cork",750, Co. Cork
"97. Kanturk Town, Kanturk, Co. Cork",600, Co. Cork
"1. Main Street, Ballyshannon, Co. Donegal",520, Co. Donegal
"2. 97A The Green, Thornberry, Letterkenny, Co. Donegal",600, Co. Donegal
"3. Apt 24 Glenveagh Court, Letterkenny, Co. Donegal",800, Co. Donegal
"4. 32 Burnside Park, Letterkenny, Co. Donegal",560, Co. Donegal
"5. 66 Burnside Park, Letterkenny, Co. Donegal",520, Co. Donegal
"6. 2 Railway Court, Pearse Road, Letterkenny, Co. Donegal",650, Co. Donegal
"7. 21 Quayside Apartments, Ramelton, Co. Donegal",850, Co. Donegal
"8. 1a New Line Court, Letterkenny, Co. Donegal",475, Co. Donegal
"9. Apt 3 William Street, Raphoe, Co. Donegal",320, Co. Donegal
"10. 53 Riverside View Apartments, Pearse Road, Letterkenny, Co. Donegal",400, Co. Donegal
"11. Riverside View, Letterkenny, Co. Donegal",440, Co. Donegal
"12. Westside Apartments, Letterkenny, Co. Donegal",520, Co. Donegal
"13. Lifford Court Apartments, Lifford, Co. Donegal",440, Co. Donegal
"14. Trentaboy, Drumkeen, Co. Donegal",600, Co. Donegal
"15. Ardmore Court, Upper Main Street, Ballyshannon, Co. Donegal",550, Co. Donegal
"16. 1 Bakers Court, Ballyshannon, Co. Donegal",550, Co. Donegal
"17. Carnamuggagh, Mountain Top, Letterkenny, Co. Donegal",480, Co. Donegal
"18. 18 The Fort, Greencastle, Co. Donegal",750, Co. Donegal
"19. Mill Park Apartments, Donegal Town, Co. Donegal",700, Co. Donegal
"20. Tir Chonaill Street, Ballyshannon, Co. Donegal",500, Co. Donegal
"21. Riverfront House, Letterkenny, Co. Donegal",620, Co. Donegal
"22. 8 Grand central Apartments, Canal Road, Letterkenny, Co. Donegal",700, Co. Donegal
"23. 31 Cill Greine, Letterkenny, Co. Donegal",650, Co. Donegal
"24. Elizabeth Court, West End, Bundoran, Co. Donegal",515, Co. Donegal
"25. Apt 1, Slieve League View, Carrick, Co. Donegal",450, Co. Donegal
"26. Apt 2, Slieve League View, Carrick, Co. Donegal",550, Co. Donegal
"27. 75a Ashlawn, Letterkenny, Co. Donegal",400, Co. Donegal
"28. Madavagh, Lettermacaward, Co. Donegal",395, Co. Donegal
"29. Magheraclogher, Bunbeg, Co. Donegal",460, Co. Donegal
"1. 7 Carlinn's Cove, Rostrevor, Co. Down",700799, Co. Down
"1. 145 147 Waterfall Court, Apt 15, Waterfall Avenue, Drumcondra, Dublin 3",1911, Dublin 3
"2. The Grange, Brewery Road, Stillorgan, Co. Dublin",1950, Co. Dublin
"3. Vantage by Kennedy Wilson, Central Park, Leopardstown, Dublin 18",2939, Dublin 18
"4. Vantage by Kennedy Wilson, Central Park, Leopardst, Leopardstown, Dublin 18",2500, Dublin 18
"5. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5500, Dublin 4
"6. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",3850, Dublin 4
"7. Adelaide Square, Dublin 2",3400, Dublin 2
"8. Northbank Apartments, Castleforbes Road, Dublin 1",2350, Dublin 1
"9. 532 The Maple,Beacon South Quarter, Sandyford, Dublin 18",2300, Dublin 18
"10. 13 Adelaide Road, Dublin 2",3200, Dublin 2
"11. Apt. 28 Hanover Riverside, Sir John Rogerson's Qua, Dublin 2",3750, Dublin 2
"12. Smithfield Market - 16E, Smithfield, Dublin 7",2700, Dublin 7
"13. 24-25 Pearse Square, Grand Canal Dock, Dublin 2",2600, Dublin 2
"14. Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2",3300, Dublin 2
"15. Robin Hill Sandyford Road Sandyford, Sandyford, Dublin 18",2400, Dublin 18
"16. Northbank Apartments, Castleforbes Road, Dublin 1",2400, Dublin 1
"17. Northbank, Castleforbes Road, Dublin 1",1950, Dublin 1
"18. Merrion Street, Dublin 2",8850, Dublin 2
"19. OCallaghan Court, Grand Canal Dock, Dublin 2",2250, Dublin 2
"20. Cathedral Court, Dublin 2",3750, Dublin 2
"21. Cathedral Court, Dublin 2",2800, Dublin 2
"22. Cathedral Court, Dublin 2",2250, Dublin 2
"23. Sweepstakes, Ballsbridge, Dublin 4",3120, Dublin 4
"24. Templeogue rd, Dublin 4",2200, Dublin 4
"25. Rockview, Blackglen Road, Sandyford, Dublin 18",2200, Dublin 18
"26. 19 Seabank Court, Sandycove, Co. Dublin",2400, Co. Dublin
"27. Killiney Hill Park Apartments, Killiney, Co. Dublin",1500, Co. Dublin
"28. Beechwood Avenue Lower, Ranelagh, Dublin 6",2500, Dublin 6
"29. 23 Bellevue, Block B, Islandbridge, Dublin 8",1950, Dublin 8
"30. St James Court, Mount Brown, St James Street, Kilmainham, Dublin 8",1400, Dublin 8
"31. 82 Trimbleston, Goatstown Rd, Dublin 14, Goatstown, Dublin 14",2200, Dublin 14
"32. 82 Lower Beechwood Avenue, Ranelagh, Dublin 6",2000, Dublin 6
"33. 45 Parnell Sq West Dublin, Dublin 1",2760, Dublin 1
"34. Ivy Exchange, Parnell Sq, Dublin 1",2500, Dublin 1
"35. 48 The waxworks, Ashtown, Dublin 15",1400, Dublin 15
"36. Sandford Lodge by Kennedy Wilson, Ranelagh, Dublin 6",2650, Dublin 6
"37. Off Parliament Street, Temple Bar, Dublin 2",2250, Dublin 2
"38. Camberley Mews, Churchtown, Co. Dublin",2500, Co. Dublin
"39. 211 The Gates, Beacon South Quarter, Sandyford, Dublin 18",1978, Dublin 18
"40. Gratton Wood, Donaghmede, Dublin 13",1900, Dublin 13
"41. Clanwilliam court, Grand Canal Dock, Dublin 2",2400, Dublin 2
"42. Alexandra Walk, Dublin 2",3200, Dublin 2
"43. Adelaide Square, Dublin 2",2820, Dublin 2
"44. Grosvenor House, Pakenham Road, Monkstown, Co. Dublin",1950, Co. Dublin
"45. 28 Leinster Square, Rathmines, Dublin 6",1800, Dublin 6
"46. Barrow Street, Ballsbridge, Dublin 4",2200, Dublin 4
"47. 9 Brennanstown Ave, Cabinteely, Dublin 18",1950, Dublin 18
"48. East Courtyard, Tullyvale, Cabinteely, Dublin 18",3000, Dublin 18
"49. Shrewsbury Park, Ballsbridge, Dublin 4",2600, Dublin 4
"50. Mobhi Court, Corporate Letting, Short term, Drumcondra, Dublin 9",2200, Dublin 9
"51. 170 Beechwood Court, Stillorgan, Co. Dublin",3500, Co. Dublin
"52. Apartment 1, 1 Smithfield Terrace, Smithfield Squa, Smithfield, Dublin 7",2500, Dublin 7
"53. The Newman, The Court, Killiney, Killiney, Co. Dublin",3000, Co. Dublin
"54. Westfield, Sion Hill, Blackrock, Co. Dublin",1895, Co. Dublin
"55. The Courtyard, Beechpark, Clonsilla, Dublin 15",1750, Dublin 15
"56. Shelbourne Hall, Shelbourne Road, Ballsbridge, Dublin 4",3950, Dublin 4
"57. Apartment 13, Pavillion 2, Marine Road, Dun Laoghaire, Co. Dublin",2795, Co. Dublin
"58. Windmilll Lane, Dublin 2",2550, Dublin 2
"59. Fishermans Wharf, Ringsend, Dublin 4",2040, Dublin 4
"60. 37 St Anns, Ailesbury Road, Donnybrook, Dublin 4",4500, Dublin 4
"61. Rosanule, Phoenix Park Racecourse, Castleknock, Dublin 15",1850, Dublin 15
"62. 125 Francis street, Dublin 8",1675, Dublin 8
"63. Parkview, Stepaside, Dublin 18",1700, Dublin 18
"64. Baggoth Rath, Newbridge Avenue, Ballsbridge, Dublin 4",4200, Dublin 4
"65. West Court Yard, Cabinteely, Dublin 18",2500, Dublin 18
"66. The Moorings, Portobello, Portobello, Dublin 8",1810, Dublin 8
"67. Saint Augustine Court, Christchurch, Dublin 8",1900, Dublin 8
"68. Baggot Court Apartments, Baggot Court, Dublin 2",3200, Dublin 2
"69. Greenlea Place, Terenure, Dublin 6w",1900, Dublin 6w
"70. Millrace Court, Vergemount Road, Clonskeagh, Ranelagh, Dublin 6",2400, Dublin 6
"71. Millrace Court, Vergemount Road, Clonskeagh, Ranelagh, Dublin 6",3600, Dublin 6
"72. 149 Rathgar road, Rathmines Dublin 6, Rathmines, Dublin 6",1585, Dublin 6
"73. 27 Bushy Park House Templeogue, Templeogue, Dublin 6w",2200, Dublin 6w
"74. Quarry Drive, Perrystown, Dublin 12",1500, Dublin 12
"75. Alexandra College, Milltown, Dublin 6",750, Dublin 6
"76. Sterling Square, Clonee, Dublin 15",1300, Dublin 15
"77. St Raphaela's Road, Off Upper Kilmacud Road, Stillorgan, Co. Dublin",2100, Co. Dublin
"78. 85 Morehampton Square, Donnybrook, Donnybrook, Dublin 4",2000, Dublin 4
"79. Olcovar, Shankill, Dublin 18",1500, Dublin 18
"80. Orwell Gate, Marianella, Orwell Road, Rathgar, Dublin 6",2150, Dublin 6
"81. The Weir, 59 Orwell Park, Rathgar, Dublin 6",2950, Dublin 6
"82. 25 White Oaks Roebuck Raod Clonskeagh Dublin 14, Clonskeagh, Dublin 14",2400, Dublin 14
"83. Eglinton Court, Eglinton Rd, Donnybrook, Dublin 4, Donnybrook, Dublin 4",1650, Dublin 4
"84. 1A Dartmouth Place, Ranelagh, Dublin 6",2100, Dublin 6
"85. Apt. 2, 191 Clonliffe Road, Drumcondra, Dublin 3",1550, Dublin 3
"86. Castlepark Road Dalkey, Co. Dublin, Dalkey, Co. Dublin",5250, Co. Dublin
"87. Apartment, Donnybrook Castle, Donnybrook, Dublin 4",3000, Dublin 4
"88. Kinsella Hall, Collegewood, Castleknock, Dublin 15",1800, Dublin 15
"89. Howth Road, Killester, Dublin 3",1500, Dublin 3
"90. dorset street, Dublin 1",2400, Dublin 1
"91. gardiner place, Dublin 1",1960, Dublin 1
"92. Grand Canal Square, Dublin 2",3200, Dublin 2
"93. grand canal dock, Dublin 2",3560, Dublin 2
"94. 83 St Mary's Lane, Ballsbridge, Dublin 4",2600, Dublin 4
"95. Waterville Terrace, Blanchardstown, Dublin 15",1650, Dublin 15
"96. Richmond Hall, Richmond Road, Fairview, Dublin 3",1450, Dublin 3
"97. Saint James walk, Dublin 8",2200, Dublin 8
"98. Greeg Court Parnell Street, Dublin 1",3000, Dublin 1
"99. Rockwell Cove, Blackrock, Co. Dublin",2100, Co. Dublin
"100. 235 Marina Village Malahide, Malahide, Co. Dublin",1450, Co. Dublin
"101. 82 lower camden street, Dublin 2",2200, Dublin 2
"102. Apartment 6 26 st james walk Herberton Rialto dubl, Rialto, Dublin 8",1700, Dublin 8
"103. Bloomfield park, Donnybrook, Dublin 4",2600, Dublin 4
"104. Longme, Cabinteely, Dublin 18",800, Dublin 18
"105. Inchicore, Dublin 8",1800, Dublin 8
"106. Main Street, Ballymun, Dublin 9",1750, Dublin 9
"107. Gleann Na Ri, Cabinteely, Dublin 18",1650, Dublin 18
"108. Pim Street, Dublin 8, Dublin 8",1675, Dublin 8
"109. Ranelagh Court, Ranelagh Road, Ranelagh, Dublin 6., Ranelagh, Dublin 6",1500, Dublin 6
"110. The Schooner, Arran Quay, Dublin 7",1850, Dublin 7
"111. BALBUTCHER LANE FINGLAS, Finglas, Dublin 11",1300, Dublin 11
"112. Richmond Aveunue, Fairview, Dublin 3",1700, Dublin 3
"113. Brewers Gate, Newport Street, Dublin 8",2000, Dublin 8
"114. Grand Central Apartments, Sandyford, Dublin 18",1700, Dublin 18
"115. 36 Bertram Court, Lamb Alley, Cornmarket, Christchurch, Dublin 8",1000, Dublin 8
"116. Mullins Wing, Linden, Grove Avenue, Blackrock, Co. Dublin",1600, Co. Dublin
"117. Pembroke Road, Ballsbridge, Dublin 4",1100, Dublin 4
"118. Christchurch View, Christchurch, Dublin 8",2200, Dublin 8
"119. Block F Coopers yard, Smithfield, Dublin 1",1670, Dublin 1
"120. Temple place Grenville st, Dublin 1",1450, Dublin 1
"121. Windmill Lane, Dublin 2",2400, Dublin 2
"122. The Penthouses at Custom House Square, Dublin 1",4000, Dublin 1
"123. Gracepark Manor, Drumcondra, Dublin 9",1800, Dublin 9
"124. Belfield Court, Stillorgan Road, Donnybrook, Dubli, Dublin 4",2000, Dublin 4
"125. Kilmainham Square, Kilmainham, Dublin 8",1415, Dublin 8
"126. 8 Lynton Court, Ballsbridge, Dublin 4",3640, Dublin 4
"127. 28 Crane Yard, Crane Lane, Temple Bar, Dublin 2",1850, Dublin 2
"128. Clancy Quay Phase Two by Kennedy Wilson, Dublin 8",2200, Dublin 8
"129. Clancy Quay by Kennedy Wilson, Dublin 8",1900, Dublin 8
"130. Clancy Quay by Kennedy Wilson, Dublin 8",1700, Dublin 8
"131. Clancy Quay, Phase Two by Kennedy WIlson, Islandbridge, Dublin 8",2200, Dublin 8
"132. The Grange, Brewery Road, Stillorgan, Co. Dublin",2100, Co. Dublin
"133. Clancy Quay by Kennedy Wilson, Islandbridge, Dublin 8",2800, Dublin 8
"134. The Grange, Brewery Road, Stillorgan, Co. Dublin",1650, Co. Dublin
"135. Clancy Quay Phase Two by Kennedy Wilson, Dublin 8",1950, Dublin 8
"136. Adelaide Square Penthouse, Dublin 2",4800, Dublin 2
"137. Alexandra Walk, Dublin 2",3300, Dublin 2
"138. Alexandra Walk, Dublin 2",3400, Dublin 2
"139. Adelaide Square, Dublin 2",3800, Dublin 2
"140. Alexandra Walk, Dublin 2",3400, Dublin 2
"141. Adelaide Square Penthouse, Dublin 2",4800, Dublin 2
"142. Eagle House, Killiney Hill Road, Killiney, Co. Dublin",1950, Co. Dublin
"143. Milltown Avenue, Milltown, Dublin 6",2800, Dublin 6
"144. Milltown Hall, Milltown, Dublin 6",2800, Dublin 6
"145. Milltown Hall, Milltown, Dublin 6",2392, Dublin 6
"146. Joyce Hall, Carrickmines Wood, Foxrock, Dublin 18",2800, Dublin 18
"147. Mount Saint Annes, Milltown, Dublin 6",2600, Dublin 6
"148. Beech House, Carrickmines Green, Glenamuck Road, Carrickmines, Dublin 18",1675, Dublin 18
"149. Richmond Hall, Mount Saint Anne\'s, Milltown, Milltown, Dublin 6",1872, Dublin 6
"150. Convent Hall, Milltown, Dublin 6",1975, Dublin 6
"151. Beech House, Carrickmines Green, Glenamuck Road, Carrickmines, Dublin 18",1675, Dublin 18
"152. Temple Hall, Mount Saint Anne\'s, Milltown, Dublin 6",2600, Dublin 6
"153. Apt 201 The Hermitage Apartments, Balgriffin, Dublin 13",2100, Dublin 13
"154. The Rectory, Stepaside, Dublin 18",1800, Dublin 18
"155. Adelaide Square, Dublin 2",3000, Dublin 2
"156. St Andrews Court, Lucan, Co. Dublin",1300, Co. Dublin
"157. The Innings, Rathmines, Dublin 6",1950, Dublin 6
"158. Cruise Park Drive, Tyrrelstown, Dublin 15",560, Dublin 15
"159. Alexandra Walk, Dublin 2",3940, Dublin 2
"160. Adelaide Square, Dublin 2",4200, Dublin 2
"161. Alexandra Walk, Dublin 2",3300, Dublin 2
"162. Alexandra Walk, Dublin 2",3960, Dublin 2
"163. Adelaide Square, Dublin 2",2760, Dublin 2
"164. Alexandra Walk, Dublin 2",3960, Dublin 2
"165. Adelaide Square, Dublin 2",3080, Dublin 2
"166. Adelaide Square Penthouse, Dublin 2",4100, Dublin 2
"167. Adelaide Square, Dublin 2",3240, Dublin 2
"168. Adelaide Square, Dublin 2",3060, Dublin 2
"169. Adelaide Square, Dublin 2",3996, Dublin 2
"170. Francis Street, Christchurch, Dublin 8",2200, Dublin 8
"171. Wyckham Point, Dundrum, Dublin 14",2600, Dublin 14
"172. 2 Grove House, Grove Road, Rathmines, Dublin 6",2300, Dublin 6
"173. Merrion court ,Ailesbury Road Ballsbridge, Ballsbridge, Dublin 4",2395, Dublin 4
"174. The Watermill, Raheny, Dublin 5",2000, Dublin 5
"175. The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",3500, Dublin 4
"176. Eastmoreland Court, Ballsbridge, Dublin 4",2500, Dublin 4
"177. The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",4000, Dublin 4
"178. Frankfort Avenue, Rathgar, Dublin 6",1995, Dublin 6
"179. Adelaide Road, Dublin 2",2200, Dublin 2
"180. Adelaide Road, Dublin 2",2800, Dublin 2
"181. South Lotts Road, Dublin 4",2200, Dublin 4
"182. North Strand Road, North Strand, Dublin 3",1400, Dublin 3
"183. 150 Howth Road, Clontarf, Dublin 3",1600, Dublin 3
"184. 6 South Strand House, Skerries, Co. Dublin",1650, Co. Dublin
"185. Joyce Hall, Foxrock, Dublin 18",2800, Dublin 18
"186. Forest Lawn, Kingswood, Dublin 24",1300, Dublin 24
"187. rathfarnham castle, Rathfarnham, Dublin 14",1800, Dublin 14
"188. Brighton Road, Rathgar, Dublin 6",1475, Dublin 6
"189. Elgin House, Ballsbridge Court, Serpentine Avenue, Ballsbridge, Dublin 4",2100, Dublin 4
"190. Lansdowne Gate, Drimnagh, Dublin 12",1525, Dublin 12
"191. bakers yard, North portland street, Dublin 1",2000, Dublin 1
"192. 86 Grand Canal Square, Grand Canal, Dublin 2",3045, Dublin 2
"193. 71 the marker residence, Grand Canal Dock, Dublin 2",3055, Dublin 2
"194. 30 The Marker residence, Grand Canal Dock, Dublin 2",3535, Dublin 2
"195. Temple Hall Parnell Street, Dublin 1",1750, Dublin 1
"196. Apt 65 St Gabriels, Johnstown Road, Cabinteely, Dublin 18",2450, Dublin 18
"197. Galloping Green, Stillorgan, Co. Dublin",2200, Co. Dublin
"198. Penthouse Residence, Intercontinental Hotel, Ballsbridge, Dublin 4",7000, Dublin 4
"199. The Hibernian, The Gasworks, Ringsend, Dublin 4",3900, Dublin 4
"200. Spencer Dock Apartments, Dublin 1",4500, Dublin 1
"201. Shrewsbury Square Penthouse, Ballsbridge, Dublin 4",4950, Dublin 4
"202. Leeson Street Upper, Dublin 4",2200, Dublin 4
"203. Parnell Street, Dublin 1",2550, Dublin 1
"204. Cabra Park, Dublin 7",2380, Dublin 7
"205. Clarion Quay, IFSC, Dublin 1",3360, Dublin 1
"206. College Gate, Dublin 2",3350, Dublin 2
"207. Auburn Park, Castleknock, Dublin 15",2940, Dublin 15
"208. Grafton Street, Dublin 2",3960, Dublin 2
"209. Parnell Street, Dublin 1",3490, Dublin 1
"210. Townsend Street, Dublin 2",3300, Dublin 2
