Apartment Index,Address,Price,County,Room,Approx price per room
64,"Ballyvorisheen West, Carrignavar, Co. Cork",900, Co. Cork,1,900.00
65,"Riverside Hall, Watergate Street, Bandon, Bandon, Co. Cork",950, Co. Cork,2,475.00
66,"The Moorings, Kilmacsimon, Innishannon, Co. Cork",975, Co. Cork,3,325.00
67,"Temple Grove, Douglas, Co. Cork",1300, Co. Cork,2,650.00
68,"9 Waterside Apartments, Glounthaune, Co. Cork",1200, Co. Cork,2,600.00
69,"River Towers, Lee Road, Cork City, Co. Cork",1300, Co. Cork,2,650.00
70,"The Elysian, Eglinton Street, Cork City, Co. Cork",3170, Co. Cork,3,1056.67
71,"Black Quay, Hollyhill, Kinsale, Co. Cork",1165, Co. Cork,2,582.50
72,"Apartment 10, Waterfront, Cobh, Co. Cork",875, Co. Cork,1,875.00
73,"Conna Co Cork, Conna, Co. Cork",700, Co. Cork,1,700.00
74,"Apartment 1 Corabbey Court, Midleton, Co. Cork",900, Co. Cork,1,900.00
75,"Ivy court, Broomfield Village, Midleton, Co. Cork",1200, Co. Cork,2,600.00
76,"Blarney Street, Cork City, Co. Cork",1260, Co. Cork,2,630.00
77,"Corrin Court, Cork Road, Fermoy, Co. Cork",795, Co. Cork,2,397.50
78,"Park Road, Charleville, Co. Cork",750, Co. Cork,2,375.00
79,"Main Street, Doneraile, Co. Cork",690, Co. Cork,2,345.00
80,"Watergold, Douglas, Co. Cork",1750, Co. Cork,3,583.33
81,"The Penthouse, 551 The Heron, The Sanctuary, Jacob, Blackrock, Co. Cork",2200, Co. Cork,2,1100.00
82,"2 Heron Court, Skibbereen, Co. Cork",750, Co. Cork,2,375.00
83,"No. 3 Egmont Court, Earl Street, Kanturk, Co. Cork, Kanturk, Co. Cork",700, Co. Cork,2,350.00
84,"Barrack Street Ballyclough, Mallow, Co. Cork",650, Co. Cork,1,650.00
85,"41 Granary Hall, Mount Oval Village, Rochestown, Co. Cork",1100, Co. Cork,2,550.00
86,"6 Ard Cuan, Ardbrack Heights, Kinsale, Co. Cork",1400, Co. Cork,2,700.00
87,"Leslie's Arch, Old Quarter, Ballincollig, Co. Cork",1300, Co. Cork,2,650.00
88,"Apt. 8, Waterside, Fermoy, Co. Cork",825, Co. Cork,1,825.00
89,"Cappyaughna, Glengarriff, Co. Cork",600, Co. Cork,2,300.00
90,"Desmond Court, Cork Street, Kinsale, Co. Cork",850, Co. Cork,1,850.00
91,"Pat Barrys Bar, Donoughmore Cross, Donoughmore, Co. Cork",560, Co. Cork,1,560.00
92,"Harbour row, Cobh, Co. Cork",895, Co. Cork,1,895.00
93,"great william o brien st, Blackpool, Co. Cork",1000, Co. Cork,2,500.00
94,"Old Chapel, Bandon, Co. Cork",800, Co. Cork,1,800.00
95,"Lower Road, Crosshaven, Co. Cork",900, Co. Cork,2,450.00
96,"11 Bellvue Court, Military Hill, St. Lukes, Co. Cork",1300, Co. Cork,2,650.00
97,"Garraha, Kinsale, Co. Cork",1200, Co. Cork,2,600.00
98,"Church St Dromcollogher, Charleville, Co. Cork",240, Co. Cork,1,240.00
99,"Ballyleary Rd, Newtown, Cobh, Co. Cork",900, Co. Cork,1,900.00
100,"Station Zone, Station RD, Carrigtohill, Carrigtwohill, Co. Cork",580, Co. Cork,1,580.00
101,"Ballineen, Ballineen, Co. Cork",800, Co. Cork,3,266.67
102,"main street ballineen, Ballineen, Co. Cork",540, Co. Cork,1,540.00
103,"3A college court Clonakilty, Clonakilty, Co. Cork",600, Co. Cork,2,300.00
104,"caheragh, Caheragh, , Co. Cork",650, Co. Cork,3,216.67
105,"The Promenade, Fermoy, Co. Cork",1040, Co. Cork,2,520.00
1,"No. 4 Riverside View Apartments, Letterkenny, Co. Donegal",500, Co. Donegal,2,250.00
2,"Aras Patrick Kavanagh, Letterkenny, Co. Donegal",845, Co. Donegal,1,845.00
3,"2 Railway Court, Pearse Road, Letterkenny, Co. Donegal",650, Co. Donegal,2,325.00
4,"Apt 4, Main St, St. Johnston, Co. Donegal",390, Co. Donegal,1,390.00
5,"21 Quayside Apartments, Ramelton, Co. Donegal",850, Co. Donegal,3,283.33
6,"18 The Fort, Greencastle, Co. Donegal",750, Co. Donegal,3,250.00
7,"49 Grand Central Apartments, Letterkenny, Co. Donegal",650, Co. Donegal,2,325.00
8,"14 Glenveagh Court, Letterkenny, Co. Donegal",800, Co. Donegal,3,266.67
9,"27 Ard Adhanhnain, Letterkenny, Co. Donegal",480, Co. Donegal,1,480.00
10,"Apt 1 86 Upper Main street, Letterkenny, Co. Donegal",600, Co. Donegal,2,300.00
11,"31 Cill Greine, Letterkenny, Co. Donegal",600, Co. Donegal,2,300.00
12,"77A Beinn Aoibhinn, Gortlee, Letterkenny, Co. Donegal",360, Co. Donegal,1,360.00
13,"6 Church Lane Apt, Letterkenny, Co. Donegal",650, Co. Donegal,2,325.00
14,"St Annes Court, Letterkenny, Co. Donegal",550, Co. Donegal,2,275.00
15,"Apt 7 The Gallery, Navenny Street, Ballybofey, Co. Donegal",520, Co. Donegal,2,260.00
16,"Knocknamona Crescent Flat, Letterkenny, Co. Donegal",600, Co. Donegal,2,300.00
17,"Riverside View, Letterkenny, Co. Donegal",440, Co. Donegal,2,220.00
18,"The Barn, Killylastin, Letterkenny, Co. Donegal",500, Co. Donegal,1,500.00
19,"Loughnagin Ramelton Road, Letterkenny, Co. Donegal",600, Co. Donegal,1,600.00
20,"Lifford Court Apartments, Lifford, Co. Donegal",440, Co. Donegal,2,220.00
21,"8 Grand central Apartments, Canal Road, Letterkenny, Co. Donegal",700, Co. Donegal,2,350.00
22,"The Maples, Lismonaghan, Letterkenny, Co. Donegal",565, Co. Donegal,1,565.00
23,"1 Bakers Court, Ballyshannon, Co. Donegal",550, Co. Donegal,2,275.00
24,"Apt 2 William Street, Raphoe, Co. Donegal",320, Co. Donegal,1,320.00
25,"Coolboy, Letterkenny, Co. Donegal",600, Co. Donegal,2,300.00
26,"Magheraclogher, Bunbeg, Co. Donegal",460, Co. Donegal,2,230.00
27,"MAIN STREET, Ballyshannon, Co. Donegal",420, Co. Donegal,2,210.00
28,"Apt 1, Slieve League View, Carrick, Co. Donegal",450, Co. Donegal,2,225.00
29,"Riverfront House, Letterkenny, Co. Donegal",620, Co. Donegal,2,310.00
30,"Main Street, Ballyshannon, Co. Donegal",520, Co. Donegal,2,260.00
1,"7 Carlinn's Cove, Rostrevor, Co. Down",700799, Co. Down,3,233599.67
1,"804 The Maple,Beacon South Quarter, Sandyford, Dublin 18",2200, Dublin 18,2,1100.00
2,"532 The Maple,Beacon South Quarter, Sandyford, Dublin 18",2300, Dublin 18,2,1150.00
3,"The Marker Residence, Grand Canal Dock, Dublin 2",3000, Dublin 2,2,1500.00
4,"30 The Marker residence, Grand Canal Dock, Dublin 2",3535, Dublin 2,2,1767.50
5,"Cathedral Court, Dublin 2",2800, Dublin 2,2,1400.00
6,"Cathedral Court, Dublin 2",2250, Dublin 2,1,2250.00
7,"Vico Terrace, Vico Road, Dalkey, Co. Dublin",7000, Co. Dublin,3,2333.33
8,"Longford House Spencer Dock, Dublin 1",2600, Dublin 1,2,1300.00
9,"Levmoss Hall, the Gallops, Leopardstown, Dublin 18",2250, Dublin 18,2,1125.00
10,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",6000, Dublin 4,3,2000.00
11,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5000, Dublin 4,2,2500.00
12,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",3850, Dublin 4,2,1925.00
13,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",19000, Dublin 4,4,4750.00
14,"Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5500, Dublin 4,3,1833.33
15,"Mobhi Court, Glasnevin, Dublin 9",2200, Dublin 9,1,2200.00
16,"North Great George's Street, Dublin 1",2750, Dublin 1,2,1375.00
17,"Gateway Student Villagew, Ballymun, Dublin 9",2200, Dublin 9,3,733.33
18,"Orwell Hall, Marianella, Rathgar, Dublin 6",2295, Dublin 6,1,2295.00
19,"Camden Street Upper, Dublin 2, Dublin 2",3200, Dublin 2,1,3200.00
20,"The paddocks riding centre Woodside road Sandyfor, Sandyford, Dublin 18",1100, Dublin 18,1,1100.00
21,"Bushy Park House, Terenure, Dublin 6w",1792, Dublin 6w,1,1792.00
22,"Herbert Park Lane, Ballsbridge, Dublin 4",4000, Dublin 4,2,2000.00
23,"Hanover Riverside, Grand Canal Dock, Dublin 2",4000, Dublin 2,3,1333.33
24,"Apartment Northbank, Castleforbes Road, Dublin 1",2100, Dublin 1,1,2100.00
25,"Northbank, Castleforbes Road, Dublin 1",1950, Dublin 1,1,1950.00
26,"Northbank Apartments, Castleforbes Road, Dublin 1",2350, Dublin 1,2,1175.00
27,"The Grange, Brewery Road, Stillorgan, Co. Dublin",2400, Co. Dublin,2,1200.00
28,"Capital Dock, Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2",3300, Dublin 2,2,1650.00
29,"Clancy Quay by Kennedy Wilson, Dublin 8",1700, Dublin 8,1,1700.00
30,"Vantage by Kennedy Wilson, Central Park, Leopardstown, Dublin 18",2939, Dublin 18,3,979.67
31,"The Grange, Brewery Road, Stillorgan, Co. Dublin",2950, Co. Dublin,3,983.33
32,"Vantage by Kennedy Wilson, Central Park, Leopardst, Leopardstown, Dublin 18",2300, Dublin 18,2,1150.00
33,"Adelaide Square, Dublin 2",3400, Dublin 2,2,1700.00
34,"Inglenook Wood, Glenamuck Road, Carrickmines, Carrickmines, Dublin 18",2100, Dublin 18,2,1050.00
35,"145 147 Waterfall Court, Apt 15, Waterfall Avenue, Drumcondra, Dublin 3",1911, Dublin 3,2,955.50
36,"De Vesci Court, Monkstown, Co. Dublin",2600, Co. Dublin,2,1300.00
37,"Rockview, Blackglen Road, Sandyford, Dublin 18",2200, Dublin 18,3,733.33
38,"83 St Mary's Lane, Ballsbridge, Dublin 4",2600, Dublin 4,2,1300.00
39,"20 Belfield Park, Stillorgan, Co. Dublin",2100, Co. Dublin,2,1050.00
40,"Castlegate way, Lucan, Co. Dublin",2080, Co. Dublin,3,693.33
41,"156, Ballinclea Heights, Killiney., Killiney, Co. Dublin",1100, Co. Dublin,1,1100.00
42,"Milltown Hall, Mount Saint Annes, Milltown Road, Milltown, Dublin 6",2600, Dublin 6,2,1300.00
43,"Castlepark Road Dalkey, Co. Dublin, Dalkey, Co. Dublin",5250, Co. Dublin,3,1750.00
44,"North Great George Street, Dublin 1",3000, Dublin 1,2,1500.00
45,"The Courtyard, Beechpark, Clonsilla, Dublin 15",1600, Dublin 15,2,800.00
46,"Apartment 4, 88 Sandymount road, Sandymount, Dublin 4",3000, Dublin 4,2,1500.00
47,"Apartment 134 Seamount, Blackrock, Co. Dublin",1950, Co. Dublin,2,975.00
48,"Newtownsmith, Sandycove, Co. Dublin",2600, Co. Dublin,2,1300.00
49,"75 Dorset Street Upper, Dublin 1",1500, Dublin 1,1,1500.00
50,"Fishermans Green, Malahide, Co. Dublin",1985, Co. Dublin,2,992.50
51,"Swords Road, Malahide, Co Dublin, Malahide, Co. Dublin",1800, Co. Dublin,2,900.00
52,"Corn Exchange, Poolbeg Street, Dublin 2",2000, Dublin 2,1,2000.00
53,"Robin Hill Sandyford Road, Sandyford, Dublin 18",2200, Dublin 18,2,1100.00
54,"Booterstown Wood, Booterstown Avenue, Booterstown, Co. Dublin",2541, Co. Dublin,2,1270.50
55,"Jervis Park Apartments, Jervis Street, Dublin 1",2150, Dublin 1,2,1075.00
56,"Premier Square, Finglas Road, Finglas, Dublin 11",1400, Dublin 11,1,1400.00
57,"82 Lower Beechwood Avenue, Ranelagh, Dublin 6",2000, Dublin 6,1,2000.00
58,"Beechwood Avenue Lower, Ranelagh, Dublin 6",2500, Dublin 6,2,1250.00
59,"Bloomfield Park Apartments, Morehampton Road, Donn, Donnybrook, Dublin 4",2300, Dublin 4,2,1150.00
60,"Millrace Court, Vergemount Road, Clonskeagh, Ranelagh, Dublin 6",3600, Dublin 6,3,1200.00
61,"104 Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2350, Dublin 18,2,1175.00
62,"Patrick Street Street, Christchurch, Dublin 8",2000, Dublin 8,2,1000.00
63,"Hollybrook, Foxrock, Dublin 18",3500, Dublin 18,2,1750.00
64,"87 Tolka Vale, Finglas Road, Glasnevin, Dublin 11",1600, Dublin 11,2,800.00
65,"3 Mounttown Villas, Lower Mounttown Road, Dunlaoi, Dun Laoghaire, Co. Dublin",1800, Co. Dublin,2,900.00
66,"Shelbourne Park, Dublin 4",2900, Dublin 4,3,966.67
67,"Bachelors Walk, Dublin 1",2600, Dublin 1,2,1300.00
68,"Grosvenor Square, Rathmines, Dublin 6",1425, Dublin 6,1,1425.00
69,"Mobhi Court, Corporate Letting, Short term, Drumcondra, Dublin 9",2200, Dublin 9,1,2200.00
70,"Apt 22 Belarmine Square, Stepaside, Dublin 18",1800, Dublin 18,2,900.00
71,"Windmill Lane Apartments, Off City Quay, Dublin 2, Dublin 2",1700, Dublin 2,1,1700.00
72,"The Penthouses at Custom House Square, Docklands, Dublin 1",3900, Dublin 1,3,1300.00
73,"23 The Crescent, Carrickmines Manor, Carrickmines, Dublin 18",1950, Dublin 18,2,975.00
74,"Waterville Terrace, Blanchardstown, Dublin 15",1600, Dublin 15,2,800.00
75,"Herbert Park Lane, Ballsbridge, Dublin 4",2500, Dublin 4,2,1250.00
76,"Howth Lodge, Claremont Road, Howth, Dublin 13",3224, Dublin 13,2,1612.00
77,"149 Rathgar road, Rathmines Dublin 6, Rathmines, Dublin 6",2000, Dublin 6,1,2000.00
78,"49 Sydney Parade Avenue, Dublin 4",1750, Dublin 4,2,875.00
79,"Eustace Court, Cualanor, Dun Laoghaire, Co. Dublin",2200, Co. Dublin,2,1100.00
80,"Castle Lawns, Kilgobbin Wood, Sandyford, Dublin 18",2200, Dublin 18,3,733.33
81,"Greenville Court, Stradbrook Road, Blackrock, Co. Dublin",1850, Co. Dublin,2,925.00
82,"The William Bligh, The Gasworks, Barrow Street, Ringsend, Dublin 4",2800, Dublin 4,2,1400.00
83,"West Court Yard, Cabinteely, Dublin 18",2100, Dublin 18,3,700.00
84,"The Meadow, Robswall, Malahide, Co. Dublin",2750, Co. Dublin,2,1375.00
85,"The Stockyard, The Steelworks, Foley Street, Dublin 1",2800, Dublin 1,2,1400.00
86,"Sandford Lodge by Kennedy Wilson, Ranelagh, Dublin 6",2700, Dublin 6,2,1350.00
87,"Apartment 42, Block A, Bellevue Apartments, Islandbridge, Dublin 8",2200, Dublin 8,2,1100.00
88,"Grand Canal Square, Dublin 2",3000, Dublin 2,1,3000.00
89,"Stephen St. Upper, Dublin 2",3600, Dublin 2,2,1800.00
90,"Millrace Court, Phoenix Park Racecourse, Castleknock, Dublin 15",1768, Dublin 15,2,884.00
91,"St James Court, Mount Brown, St James Street, Kilmainham, Dublin 8",1400, Dublin 8,1,1400.00
92,"Quartiere Bloom, Lower Ormond Quay, Dublin 1",2400, Dublin 1,2,1200.00
93,"Patrick Street, Dublin 8",2400, Dublin 8,2,1200.00
94,"Aungier St, Dublin 2",1880, Dublin 2,1,1880.00
95,"Ailesbury Road, Merrion, Dublin 4",7500, Dublin 4,3,2500.00
96,"Sussex Road 2, Ballsbridge, Dublin 4",1950, Dublin 4,1,1950.00
97,"403 The Edges 1, Beacon South Quarter, Sandyford, Sandyford, Co. Dublin",2200, Co. Dublin,2,1100.00
98,"Lindsay House, Patrick Street, Dublin 8, Christchurch, Dublin 8",2800, Dublin 8,2,1400.00
99,"Herbert Park Lane, Ballsbridge, Dublin 4",2700, Dublin 4,2,1350.00
100,"North Circular Road, Phibsborough, Dublin 7",1700, Dublin 7,1,1700.00
101,"The Alders, Dunstaffnage Hall, Stillorgan, Co. Dublin",2600, Co. Dublin,3,866.67
102,"Shelbourne Plaza, Ringsend Road, Dublin 4",7000, Dublin 4,3,2333.33
103,"Shrewsbury Square Penthouse, Ballsbridge, Dublin 4",4950, Dublin 4,3,1650.00
104,"Warrington Place, Dublin 2",3950, Dublin 2,1,3950.00
105,"Apartment, Donnybrook Castle, Donnybrook, Dublin 4",2900, Dublin 4,2,1450.00
106,"82 Trimbleston, Goatstown Rd, Dublin 14, Goatstown, Dublin 14",2200, Dublin 14,2,1100.00
107,"The Richmond, Smithfield, Dublin 7",2050, Dublin 7,2,1025.00
108,"24 Milltown Hall, Mt St Annes, Milltown, Dublin 6",2500, Dublin 6,2,1250.00
109,"Richmond Hall, Mount St Annes, Milltown, Dublin 6",2500, Dublin 6,2,1250.00
110,"170 Beechwood Court, Stillorgan, Co. Dublin",3500, Co. Dublin,3,1166.67
111,"Clancy Quay by Kennedy Wilson, Islandbridge, Dublin 8",2800, Dublin 8,3,933.33
112,"Alexandra Walk, Dublin 2",2600, Dublin 2,1,2600.00
113,"Alexandra Walk, Dublin 2",3200, Dublin 2,2,1600.00
114,"Adelaide Square, Dublin 2",2400, Dublin 2,1,2400.00
115,"Westend Village, Blanchardstown, Dublin 15",1650, Dublin 15,2,825.00
116,"Herberton Drive, Crumlin, Dublin 12",1600, Dublin 12,1,1600.00
117,"28 Leinster Square, Rathmines, Dublin 6",1800, Dublin 6,1,1800.00
118,"Sunbury Gardens, Rathmines, Dublin 6",1999, Dublin 6,1,1999.00
119,"Lansdowne lodge, Ballsbridge, Dublin 4",2500, Dublin 4,2,1250.00
120,"7 Kirkwood, Park Avenue, Sandymount, Dublin 4",1875, Dublin 4,2,937.50
121,"St Raphaela's Road, Off Upper Kilmacud Road, Stillorgan, Co. Dublin",2100, Co. Dublin,2,1050.00
122,"Leona Honeypark, Dun Laoghaire, Co. Dublin",2025, Co. Dublin,2,1012.50
123,"1 The Friary Cecilia's Street, Temple Bar, Dublin 2",4000, Dublin 2,3,1333.33
124,"Bertram court, Dublin 8",2000, Dublin 8,2,1000.00
125,"Coolamber Park, Knocklyon, Dublin 16",1080, Dublin 16,1,1080.00
126,"St. Andrews Street, Dublin 2",3500, Dublin 2,2,1750.00
127,"Carrickmines, Carrickmines, Dublin 18",1850, Dublin 18,2,925.00
128,"Southgate Cork st, The Coombe, Dublin 8",2400, Dublin 8,2,1200.00
129,"Apt 162 winter garden, Dublin 2",2350, Dublin 2,2,1175.00
130,"Castleforbes Square, IFSC, Dublin 1",3600, Dublin 1,3,1200.00
131,"The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2200, Dublin 18,2,1100.00
132,"Charlotte Apartments, Dun Laoghaire, Co. Dublin",2700, Co. Dublin,3,900.00
133,"Olcovar, Shankill, Dublin 18",1500, Dublin 18,1,1500.00
134,"2 Grove House, 36 Grove Road, Rathmines, Dublin 6",2200, Dublin 6,2,1100.00
135,"47 Liscannor Road, Cabra, Dublin 7",2000, Dublin 7,3,666.67
136,"Glebe Square, Newcastle, Co. Dublin",1500, Co. Dublin,2,750.00
137,"Rathgar, Rathgar, Dublin 6",1650, Dublin 6,1,1650.00
138,"The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",2700, Dublin 4,2,1350.00
139,"The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",3500, Dublin 4,2,1750.00
140,"The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",4000, Dublin 4,2,2000.00
141,"31 Mount Andrew Rise, Lucan, Co. Dublin",1990, Co. Dublin,2,995.00
142,"Baileys court, Baileys Row, Dublin 1",2000, Dublin 1,2,1000.00
143,"116 Baggot Court, Dublin 2",2400, Dublin 2,2,1200.00
